rating_id,user_id,movie_id,rating,review_date,year_month,title
R10410,15052,2479,4.0,2024-11-16,2024-11,"10,000 BC"
R10411,15072,2389,4.0,2024-11-16,2024-11,Midway
R10412,15225,2762,2.0,2024-11-16,2024-11,Where the Crawdads Sing
R10413,15282,2865,3.5,2024-11-16,2024-11,Drishyam 2
R10414,15236,3379,4.5,2024-11-16,2024-11,Spider-Man: Into the Spider-Verse
R10415,15076,378,4.5,2024-11-16,2024-11,King Kong
R10416,15171,2145,3.0,2024-11-16,2024-11,Interview with the Vampire: The Vampire Chronicles
R10417,15270,3275,4.0,2024-11-16,2024-11,Allied
R10418,15078,439,5.0,2024-11-16,2024-11,Kingsman: The Golden Circle
R10419,15023,3423,5.0,2024-11-16,2024-11,Mad God
R10420,15019,86,2.5,2024-11-16,2024-11,The School for Good and Evil
R10421,15104,1767,2.5,2024-11-16,2024-11,Enchanted
R10422,15165,1107,3.0,2024-11-16,2024-11,Tetris
R10423,15273,1494,2.5,2024-11-16,2024-11,Chicago
R10424,15173,715,5.0,2024-11-16,2024-11,The Hunt for Red October
R10425,15209,4049,4.0,2024-11-16,2024-11,Eyes Wide Shut
R10426,15098,3643,5.0,2024-11-16,2024-11,Sorry to Bother You
R10427,15105,823,4.5,2024-11-16,2024-11,Ice Age
R10428,15167,3731,4.5,2024-11-16,2024-11,Cars
R10429,15277,799,5.0,2024-11-16,2024-11,DC League of Super-Pets
R10430,15272,3768,5.0,2024-11-16,2024-11,The Basketball Diaries
R10431,15274,3260,5.0,2024-11-16,2024-11,The Illusionist
R10432,15273,2098,5.0,2024-11-16,2024-11,Wonder Woman
R10433,15215,4212,4.0,2024-11-16,2024-11,Black Crab
R10434,15227,2503,4.5,2024-11-16,2024-11,Selma
R10435,15269,2741,2.5,2024-11-16,2024-11,Brightburn
R10436,15103,3001,4.5,2024-11-16,2024-11,Grease
R10437,15004,1936,4.5,2024-11-16,2024-11,The Croods: A New Age
R10438,15152,3248,1.0,2024-11-16,2024-11,But I'm a Cheerleader
R10439,15020,296,4.0,2024-11-16,2024-11,Underworld
R10440,15225,4049,4.0,2024-11-16,2024-11,Eyes Wide Shut
R10441,15269,3155,4.5,2024-11-16,2024-11,Downton Abbey: A New Era
R10442,15125,2202,4.0,2024-11-16,2024-11,The Lego Movie
R10443,15220,3000,2.0,2024-11-16,2024-11,Forrest Gump
R10444,15205,3416,4.5,2024-11-16,2024-11,Iron Man
R10445,15193,2945,4.0,2024-11-16,2024-11,The Nun
R10446,15128,139,3.0,2024-11-16,2024-11,Moonfall
R10447,15224,2654,2.5,2024-11-16,2024-11,Huesera: The Bone Woman
R10448,15074,3735,5.0,2024-11-16,2024-11,The Longest Yard
R10449,15254,437,2.0,2024-11-16,2024-11,Back to the Future
R10450,15227,2027,3.0,2024-11-16,2024-11,Roald Dahl's Matilda the Musical
R10451,15120,1302,3.0,2024-11-16,2024-11,Ed Wood
R10452,15230,2842,4.0,2024-11-16,2024-11,Divergent
R10453,15156,2894,4.5,2024-11-16,2024-11,Mr. Harrigan's Phone
R10454,15227,331,4.5,2024-11-16,2024-11,Stargate
R10455,15077,3027,4.0,2024-11-16,2024-11,Breakfast at Tiffany's
R10456,15007,3644,3.5,2024-11-16,2024-11,Transformers: Dark of the Moon
R10457,15237,1139,4.0,2024-11-16,2024-11,Rocketman
R10458,15254,2598,3.0,2024-11-16,2024-11,The Exorcist
R10459,15237,2325,4.0,2024-11-16,2024-11,Hugo
R10460,15024,1529,3.5,2024-11-16,2024-11,Game Night
R10461,15130,13,5.0,2024-11-16,2024-11,The Batman
R10462,15115,2855,4.0,2024-11-16,2024-11,Scream 4
R10463,15005,981,5.0,2024-11-16,2024-11,Klaus
R10464,15019,166,3.0,2024-11-16,2024-11,Flushed Away
R10465,15002,3148,3.0,2024-11-16,2024-11,Lolita
R10466,15002,3655,3.5,2024-11-16,2024-11,Equilibrium
R10467,15267,4019,4.0,2024-11-16,2024-11,The Stranger
R10468,15021,2663,3.5,2024-11-16,2024-11,Escape Room
R10469,15104,2942,4.5,2024-11-16,2024-11,Birth
R10470,15275,1739,3.5,2024-11-16,2024-11,Fantastic Mr. Fox
R10471,15124,2595,2.0,2024-11-16,2024-11,Piggy
R10472,15079,1011,3.0,2024-11-16,2024-11,Bedknobs and Broomsticks
R10473,15259,3901,3.0,2024-11-16,2024-11,Tin Cup
R10474,15073,4025,1.5,2024-11-16,2024-11,Sharper
R10475,15125,3061,4.5,2024-11-16,2024-11,Cast Away
R10476,15274,1093,3.5,2024-11-16,2024-11,Sully
R10477,15074,2251,3.0,2024-11-16,2024-11,Mandy
R10478,15274,1554,4.0,2024-11-16,2024-11,Collateral
R10479,15079,792,4.0,2024-11-16,2024-11,The Amazing Maurice
R10480,15030,2729,4.0,2024-11-16,2024-11,Slither
R10481,15168,1739,5.0,2024-11-16,2024-11,Fantastic Mr. Fox
R10482,15268,2132,4.0,2024-11-16,2024-11,Tangled
R10483,15211,3162,4.5,2024-11-16,2024-11,Perfect Sense
R10484,15229,4147,3.0,2024-11-16,2024-11,The Great Escape
R10485,15040,109,5.0,2024-11-16,2024-11,The Terminator
R10486,15005,2565,3.5,2024-11-17,2024-11,Come Play
R10487,15285,3710,5.0,2024-11-17,2024-11,It Comes at Night
R10488,15167,2505,4.0,2024-11-17,2024-11,Anthropoid
R10489,15126,1909,5.0,2024-11-17,2024-11,Cars 3
R10490,15145,3435,4.5,2024-11-17,2024-11,Okja
R10491,15002,2778,3.5,2024-11-17,2024-11,Last Seen Alive
R10492,15015,1506,3.5,2024-11-17,2024-11,L.A. Confidential
R10493,15154,3643,4.5,2024-11-17,2024-11,Sorry to Bother You
R10494,15275,3816,4.5,2024-11-17,2024-11,Bloodsport
R10495,15000,821,0.0,2024-11-17,2024-11,Mulan
R10496,15167,2287,4.5,2024-11-17,2024-11,Thor: The Dark World
R10497,15085,2669,3.0,2024-11-17,2024-11,The Hunt
R10498,15074,4159,3.5,2024-11-17,2024-11,Without Remorse
R10499,15000,2816,4.5,2024-11-17,2024-11,Mystic River
R10500,15293,2652,3.5,2024-11-17,2024-11,What We Do in the Shadows
R10501,15120,4079,5.0,2024-11-17,2024-11,Logan
R10502,15154,360,5.0,2024-11-17,2024-11,Deep Blue Sea
R10503,15293,105,4.5,2024-11-17,2024-11,The Dark Knight Rises
R10504,15224,970,5.0,2024-11-17,2024-11,Cool World
R10505,15213,3409,5.0,2024-11-17,2024-11,Divergent
R10506,15152,234,5.0,2024-11-17,2024-11,Dune
R10507,15257,3540,4.0,2024-11-17,2024-11,Face/Off
R10508,15243,3006,4.0,2024-11-17,2024-11,Peter Pan
R10509,15104,3057,4.0,2024-11-17,2024-11,West Side Story
R10510,15255,51,5.0,2024-11-17,2024-11,Independence Day
R10511,15017,3651,3.0,2024-11-17,2024-11,The Final Countdown
R10512,15268,1107,3.5,2024-11-17,2024-11,Tetris
R10513,15254,2479,4.0,2024-11-17,2024-11,"10,000 BC"
R10514,15261,1208,3.5,2024-11-17,2024-11,Fighting with My Family
R10515,15299,1767,3.5,2024-11-17,2024-11,Enchanted
R10516,15175,3029,4.0,2024-11-17,2024-11,True Romance
R10517,15001,3932,4.5,2024-11-17,2024-11,Infinity Pool
R10518,15139,3673,5.0,2024-11-17,2024-11,Dragonball Evolution
R10519,15061,2278,4.0,2024-11-17,2024-11,Enter the Void
R10520,15030,14,3.5,2024-11-17,2024-11,Top Gun
R10521,15152,421,5.0,2024-11-17,2024-11,Avengers: Endgame
R10522,15150,1140,3.0,2024-11-17,2024-11,"Girl, Interrupted"
R10523,15194,2349,4.0,2024-11-17,2024-11,The Woman King
R10524,15225,4044,4.0,2024-11-17,2024-11,Poker Face
R10525,15287,31,5.0,2024-11-17,2024-11,The Dark Knight
R10526,15104,3932,5.0,2024-11-17,2024-11,Infinity Pool
R10527,15005,4031,5.0,2024-11-17,2024-11,The Little Things
R10528,15083,2611,2.5,2024-11-17,2024-11,Army of the Dead
R10529,15275,1027,5.0,2024-11-17,2024-11,The Pagemaster
R10530,15171,3299,4.5,2024-11-17,2024-11,Anna Karenina
R10531,15274,4147,3.5,2024-11-17,2024-11,The Great Escape
R10532,15268,1295,5.0,2024-11-17,2024-11,Rudy
R10533,15167,17,4.5,2024-11-17,2024-11,Black Adam
R10534,15269,558,3.5,2024-11-17,2024-11,Thor: Ragnarok
R10535,15270,109,2.5,2024-11-17,2024-11,The Terminator
R10536,15152,821,4.0,2024-11-17,2024-11,Mulan
R10537,15243,331,5.0,2024-11-17,2024-11,Stargate
R10538,15169,1823,5.0,2024-11-17,2024-11,Spirited
R10539,15196,1371,4.5,2024-11-17,2024-11,Irreversible
R10540,15020,2041,4.0,2024-11-17,2024-11,About Time
R10541,15000,1364,1.0,2024-11-17,2024-11,Kingsman: The Golden Circle
R10542,15095,2882,4.5,2024-11-17,2024-11,Oldboy
R10543,15074,1909,5.0,2024-11-17,2024-11,Cars 3
R10544,15134,2773,1.0,2024-11-17,2024-11,Decision to Leave
R10545,15273,3787,4.5,2024-11-17,2024-11,Real Steel
R10546,15198,790,5.0,2024-11-17,2024-11,Tangled
R10547,15277,3019,4.5,2024-11-17,2024-11,Past Lives
R10548,15095,3355,4.5,2024-11-17,2024-11,Guardians of the Galaxy
R10549,15035,3757,3.5,2024-11-17,2024-11,Rocky Balboa
R10550,15269,378,4.5,2024-11-17,2024-11,King Kong
R10551,15296,1739,4.5,2024-11-17,2024-11,Fantastic Mr. Fox
R10552,15076,2247,4.0,2024-11-17,2024-11,What Happened to Monday
R10553,15179,2730,3.5,2024-11-17,2024-11,The Conjuring: The Devil Made Me Do It
R10554,15056,3166,4.0,2024-11-17,2024-11,Marriage Story
R10555,15283,1471,4.5,2024-11-17,2024-11,Den of Thieves
R10556,15077,909,3.0,2024-11-17,2024-11,PAW Patrol: The Movie
R10557,15268,3519,4.5,2024-11-17,2024-11,Sunshine
R10558,15166,574,4.5,2024-11-17,2024-11,Spider-Man: Homecoming
R10559,15285,3423,4.0,2024-11-17,2024-11,Mad God
R10560,15299,2720,3.5,2024-11-17,2024-11,Dracula Untold
R10561,15035,2027,4.5,2024-11-17,2024-11,Roald Dahl's Matilda the Musical
R10562,15259,2945,5.0,2024-11-17,2024-11,The Nun
R10563,15056,4214,3.5,2024-11-17,2024-11,The Monuments Men
R10564,15101,1369,4.0,2024-11-17,2024-11,"Three Billboards Outside Ebbing, Missouri"
R10565,15158,2754,4.0,2024-11-17,2024-11,Puss in Boots: The Last Wish
R10566,15291,1945,4.5,2024-11-17,2024-11,Meet the Robinsons
R10567,15128,1148,4.0,2024-11-17,2024-11,Argo
R10568,15077,2352,4.0,2024-11-17,2024-11,Dunkirk
R10569,15083,558,5.0,2024-11-17,2024-11,Thor: Ragnarok
R10570,15243,2841,5.0,2024-11-18,2024-11,Murder on the Orient Express
R10571,15000,2389,4.0,2024-11-18,2024-11,Midway
R10572,15269,4148,1.5,2024-11-18,2024-11,Behind Enemy Lines
R10573,15296,3218,4.0,2024-11-18,2024-11,Walk the Line
R10574,15017,3470,5.0,2024-11-18,2024-11,Army of the Dead
R10575,15103,1022,5.0,2024-11-18,2024-11,All Dogs Go to Heaven
R10576,15168,3548,4.5,2024-11-18,2024-11,Escape Room
R10577,15267,992,5.0,2024-11-18,2024-11,The Emoji Movie
R10578,15107,4031,3.5,2024-11-18,2024-11,The Little Things
R10579,15172,2157,5.0,2024-11-18,2024-11,This Is the End
R10580,15023,1739,4.0,2024-11-18,2024-11,Fantastic Mr. Fox
R10581,15224,725,4.0,2024-11-18,2024-11,Mulan
R10582,15094,1767,4.5,2024-11-18,2024-11,Enchanted
R10583,15213,1499,1.0,2024-11-18,2024-11,The House That Jack Built
R10584,15301,488,3.0,2024-11-18,2024-11,The Lion King
R10585,15282,531,4.5,2024-11-18,2024-11,Flushed Away
R10586,15020,1013,5.0,2024-11-18,2024-11,The Rescuers Down Under
R10587,15141,427,5.0,2024-11-18,2024-11,Independence Day
R10588,15194,3540,4.0,2024-11-18,2024-11,Face/Off
R10589,15040,4075,4.0,2024-11-18,2024-11,Ambulance
R10590,15112,2616,1.0,2024-11-18,2024-11,Day Shift
R10591,15101,2242,4.0,2024-11-18,2024-11,13 Going on 30
R10592,15019,2598,3.0,2024-11-18,2024-11,The Exorcist
R10593,15202,2124,4.0,2024-11-18,2024-11,Justice League
R10594,15229,2418,4.0,2024-11-18,2024-11,In the Heart of the Sea
R10595,15207,3031,4.5,2024-11-18,2024-11,Twilight
R10596,15141,2563,3.0,2024-11-18,2024-11,Ready or Not
R10597,15158,982,3.5,2024-11-18,2024-11,Wish Dragon
R10598,15254,561,4.0,2024-11-18,2024-11,Howl's Moving Castle
R10599,15311,1889,2.0,2024-11-18,2024-11,Eragon
R10600,15082,3836,4.0,2024-11-18,2024-11,Cinderella Man
R10601,15215,3620,4.5,2024-11-18,2024-11,X-Men Origins: Wolverine
R10602,15007,3772,4.5,2024-11-18,2024-11,The Fighter
R10603,15095,4031,4.0,2024-11-18,2024-11,The Little Things
R10604,15277,3001,5.0,2024-11-18,2024-11,Grease
R10605,15198,2952,4.0,2024-11-18,2024-11,Goodnight Mommy
R10606,15052,1544,3.5,2024-11-18,2024-11,Heathers
R10607,15183,3061,4.5,2024-11-18,2024-11,Cast Away
R10608,15308,1296,4.0,2024-11-18,2024-11,The Glass Castle
R10609,15293,655,5.0,2024-11-18,2024-11,Prospect
R10610,15199,3783,4.5,2024-11-18,2024-11,Cars 2
R10611,15236,2083,5.0,2024-11-18,2024-11,Disenchanted
R10612,15275,1369,4.0,2024-11-18,2024-11,"Three Billboards Outside Ebbing, Missouri"
R10613,15287,378,2.5,2024-11-18,2024-11,King Kong
R10614,15194,2598,3.0,2024-11-18,2024-11,The Exorcist
R10615,15274,921,5.0,2024-11-18,2024-11,The Book of Life
R10616,15021,3692,3.5,2024-11-18,2024-11,1984
R10617,15056,4025,4.5,2024-11-18,2024-11,Sharper
R10618,15056,4044,4.5,2024-11-18,2024-11,Poker Face
R10619,15224,1673,4.0,2024-11-18,2024-11,Manhunter
R10620,15001,689,4.0,2024-11-19,2024-11,Fantastic Beasts: The Crimes of Grindelwald
R10621,15019,2012,5.0,2024-11-19,2024-11,Avatar: The Way of Water
R10622,15217,3053,4.0,2024-11-19,2024-11,Dirty Dancing
R10623,15179,2012,4.5,2024-11-19,2024-11,Avatar: The Way of Water
R10624,15105,4229,4.0,2024-11-19,2024-11,War Machine
R10625,15283,1227,3.5,2024-11-19,2024-11,The Lost City of Z
R10626,15301,3757,3.0,2024-11-19,2024-11,Rocky Balboa
R10627,15306,1521,4.0,2024-11-19,2024-11,Molly's Game
R10628,15171,1384,1.5,2024-11-19,2024-11,The Outfit
R10629,15308,1389,3.0,2024-11-19,2024-11,John Wick: Chapter 3 - Parabellum
R10630,15205,1321,1.0,2024-11-19,2024-11,Gangubai Kathiawadi
R10631,15166,1177,4.0,2024-11-19,2024-11,First Man
R10632,15165,45,5.0,2024-11-19,2024-11,Violent Night
R10633,15120,1739,5.0,2024-11-19,2024-11,Fantastic Mr. Fox
R10634,15316,2308,3.5,2024-11-19,2024-11,Triangle
R10635,15019,2614,3.0,2024-11-19,2024-11,Bird Box
R10636,15000,3004,4.5,2024-11-19,2024-11,Bones and All
R10637,15095,1936,3.5,2024-11-19,2024-11,The Croods: A New Age
R10638,15076,1140,4.5,2024-11-19,2024-11,"Girl, Interrupted"
R10639,15298,3570,5.0,2024-11-19,2024-11,Project Wolf Hunting
R10640,15249,3844,4.0,2024-11-19,2024-11,Rudy
R10641,15115,3579,4.0,2024-11-19,2024-11,X-Men: Days of Future Past
R10642,15115,1676,3.5,2024-11-19,2024-11,Gone in 60 Seconds
R10643,15259,2278,5.0,2024-11-19,2024-11,Enter the Void
R10644,15150,4016,3.5,2024-11-19,2024-11,The Good Nurse
R10645,15103,2754,4.5,2024-11-19,2024-11,Puss in Boots: The Last Wish
R10646,15007,1462,0.0,2024-11-19,2024-11,Fantastic Mr. Fox
R10647,15145,3232,5.0,2024-11-19,2024-11,Mr. Nobody
R10648,15321,3996,5.0,2024-11-19,2024-11,Split
R10649,15169,1710,5.0,2024-11-19,2024-11,A Christmas Story
R10650,15085,676,4.5,2024-11-19,2024-11,War
R10651,15274,3199,5.0,2024-11-19,2024-11,Wet Hot American Summer
R10652,15237,3195,3.0,2024-11-19,2024-11,Can't Hardly Wait
R10653,15073,2479,3.5,2024-11-19,2024-11,"10,000 BC"
R10654,15223,2628,2.5,2024-11-19,2024-11,The Girl Next Door
R10655,15056,2952,4.0,2024-11-19,2024-11,Goodnight Mommy
R10656,15063,997,4.0,2024-11-19,2024-11,The Rescuers
R10657,15298,257,4.0,2024-11-19,2024-11,DC League of Super-Pets
R10658,15230,721,4.0,2024-11-19,2024-11,Mission: Impossible II
R10659,15005,3859,3.5,2024-11-19,2024-11,Sidekicks
R10660,15220,3783,4.5,2024-11-19,2024-11,Cars 2
R10661,15077,1369,4.0,2024-11-19,2024-11,"Three Billboards Outside Ebbing, Missouri"
R10662,15059,3999,4.0,2024-11-19,2024-11,Fifty Shades of Grey
R10663,15273,2447,4.0,2024-11-19,2024-11,Gandhi
R10664,15168,526,4.5,2024-11-19,2024-11,Disenchanted
R10665,15130,2274,4.5,2024-11-19,2024-11,Toy Story 2
R10666,15296,639,5.0,2024-11-19,2024-11,The Happening
R10667,15249,3000,4.0,2024-11-19,2024-11,Forrest Gump
R10668,15308,1369,3.5,2024-11-19,2024-11,"Three Billboards Outside Ebbing, Missouri"
R10669,15196,11,4.5,2024-11-19,2024-11,Teen Wolf: The Movie
R10670,15073,857,5.0,2024-11-19,2024-11,FernGully: The Last Rainforest
R10671,15165,472,3.5,2024-11-19,2024-11,The Bad Guys
R10672,15322,2418,4.0,2024-11-19,2024-11,In the Heart of the Sea
R10673,15169,2362,4.5,2024-11-19,2024-11,The Last Duel
R10674,15110,3932,4.5,2024-11-19,2024-11,Infinity Pool
R10675,15107,3826,4.5,2024-11-19,2024-11,The Karate Kid Part II
R10676,15321,4017,3.5,2024-11-20,2024-11,Beast
R10677,15178,1487,3.5,2024-11-20,2024-11,Blue Velvet
R10678,15095,2366,3.5,2024-11-20,2024-11,Kingdom of Heaven
R10679,15334,48,4.0,2024-11-20,2024-11,The Matrix
R10680,15019,1175,4.5,2024-11-20,2024-11,Eat Pray Love
R10681,15199,1353,4.5,2024-11-20,2024-11,No Country for Old Men
R10682,15154,2732,3.0,2024-11-20,2024-11,Awake
R10683,15202,545,4.0,2024-11-20,2024-11,Prometheus
R10684,15099,3299,4.0,2024-11-20,2024-11,Anna Karenina
R10685,15081,2663,3.5,2024-11-20,2024-11,Escape Room
R10686,15230,3435,5.0,2024-11-20,2024-11,Okja
R10687,15130,187,4.5,2024-11-20,2024-11,Angel Has Fallen
R10688,15271,2418,3.5,2024-11-20,2024-11,In the Heart of the Sea
R10689,15078,3842,3.5,2024-11-20,2024-11,Glory Road
R10690,15002,1460,4.0,2024-11-20,2024-11,Uncut Gems
R10691,15267,3248,4.5,2024-11-20,2024-11,But I'm a Cheerleader
R10692,15052,1054,5.0,2024-11-20,2024-11,The Witcher: Nightmare of the Wolf
R10693,15273,2669,3.5,2024-11-20,2024-11,The Hunt
R10694,15224,2577,3.5,2024-11-20,2024-11,The Lost Boys
R10695,15211,1334,4.5,2024-11-20,2024-11,Pulp Fiction
R10696,15220,570,4.0,2024-11-20,2024-11,The Hobbit: The Battle of the Five Armies
R10697,15207,2197,5.0,2024-11-20,2024-11,King Arthur: Legend of the Sword
R10698,15271,2503,5.0,2024-11-20,2024-11,Selma
R10699,15273,496,5.0,2024-11-20,2024-11,Shrek
R10700,15172,3598,5.0,2024-11-20,2024-11,Mr. Nobody
R10701,15194,2722,2.0,2024-11-20,2024-11,From Beyond
R10702,15220,3166,3.5,2024-11-20,2024-11,Marriage Story
R10703,15202,2401,3.5,2024-11-20,2024-11,Mary Queen of Scots
R10704,15267,3627,4.5,2024-11-20,2024-11,Melancholia
R10705,15301,3421,5.0,2024-11-20,2024-11,A Quiet Place Part II
R10706,15205,876,5.0,2024-11-20,2024-11,The Croods: A New Age
R10707,15329,2245,5.0,2024-11-20,2024-11,Mr. Nobody
R10708,15022,1255,4.0,2024-11-20,2024-11,The Last Emperor
R10709,15015,912,4.5,2024-11-20,2024-11,Shark Tale
R10710,15329,2674,3.0,2024-11-20,2024-11,Blade
R10711,15023,942,4.5,2024-11-20,2024-11,Paprika
R10712,15225,1208,3.5,2024-11-20,2024-11,Fighting with My Family
R10713,15167,1294,4.0,2024-11-20,2024-11,Chaplin
R10714,15285,1596,3.5,2024-11-20,2024-11,The Basketball Diaries
R10715,15099,4221,4.0,2024-11-20,2024-11,Letters from Iwo Jima
R10716,15183,970,4.0,2024-11-20,2024-11,Cool World
R10717,15198,3738,4.5,2024-11-20,2024-11,Jerry Maguire
R10718,15291,1767,4.5,2024-11-20,2024-11,Enchanted
R10719,15136,3000,4.0,2024-11-20,2024-11,Forrest Gump
R10720,15308,447,5.0,2024-11-20,2024-11,The Lost City
R10721,15154,703,4.5,2024-11-20,2024-11,King Kong
R10722,15207,166,4.5,2024-11-20,2024-11,Flushed Away
R10723,15306,1054,5.0,2024-11-20,2024-11,The Witcher: Nightmare of the Wolf
R10724,15243,240,3.0,2024-11-20,2024-11,Starship Troopers
R10725,15298,3836,1.0,2024-11-20,2024-11,Cinderella Man
R10726,15001,2835,5.0,2024-11-20,2024-11,Wind River
R10727,15311,821,3.0,2024-11-20,2024-11,Mulan
R10728,15320,488,4.5,2024-11-20,2024-11,The Lion King
R10729,15000,558,3.5,2024-11-20,2024-11,Thor: Ragnarok
R10730,15128,420,4.5,2024-11-20,2024-11,Gladiator
R10731,15074,1823,4.5,2024-11-20,2024-11,Spirited
R10732,15107,3757,5.0,2024-11-20,2024-11,Rocky Balboa
R10733,15363,1802,5.0,2024-11-21,2024-11,Coraline
R10734,15079,2754,4.0,2024-11-21,2024-11,Puss in Boots: The Last Wish
R10735,15319,3627,5.0,2024-11-21,2024-11,Melancholia
R10736,15209,3004,5.0,2024-11-21,2024-11,Bones and All
R10737,15328,1226,2.5,2024-11-21,2024-11,Spencer
R10738,15077,3379,5.0,2024-11-21,2024-11,Spider-Man: Into the Spider-Verse
R10739,15125,2882,5.0,2024-11-21,2024-11,Oldboy
R10740,15361,223,4.0,2024-11-21,2024-11,Red Dawn
R10741,15072,570,5.0,2024-11-21,2024-11,The Hobbit: The Battle of the Five Armies
R10742,15145,813,4.0,2024-11-21,2024-11,Toy Story 4
R10743,15178,331,3.0,2024-11-21,2024-11,Stargate
R10744,15319,1437,5.0,2024-11-21,2024-11,Primal Fear
R10745,15320,857,4.5,2024-11-21,2024-11,FernGully: The Last Rainforest
R10746,15362,2607,2.5,2024-11-21,2024-11,Haunt
R10747,15314,1484,5.0,2024-11-21,2024-11,The Guilty
R10748,15345,2328,4.0,2024-11-21,2024-11,Gremlins
R10749,15049,1617,3.5,2024-11-21,2024-11,Home Sweet Hell
R10750,15363,3932,2.0,2024-11-21,2024-11,Infinity Pool
R10751,15316,3421,5.0,2024-11-21,2024-11,A Quiet Place Part II
R10752,15301,1362,5.0,2024-11-21,2024-11,The Departed
R10753,15040,3232,5.0,2024-11-21,2024-11,Mr. Nobody
R10754,15347,2247,5.0,2024-11-21,2024-11,What Happened to Monday
R10755,15319,1152,0.0,2024-11-21,2024-11,Corsage
R10756,15056,3162,4.5,2024-11-21,2024-11,Perfect Sense
R10757,15107,1595,4.0,2024-11-21,2024-11,Fruitvale Station
R10758,15317,2761,5.0,2024-11-21,2024-11,Amsterdam
R10759,15000,2138,5.0,2024-11-21,2024-11,The Princess and the Frog
R10760,15044,3735,4.0,2024-11-21,2024-11,The Longest Yard
R10761,15249,2046,4.0,2024-11-21,2024-11,The Princess Bride
R10762,15215,3356,5.0,2024-11-21,2024-11,Alien
R10763,15085,627,4.5,2024-11-21,2024-11,The Mummy Returns
R10764,15061,2778,4.5,2024-11-21,2024-11,Last Seen Alive
R10765,15175,1714,5.0,2024-11-21,2024-11,Shrek
R10766,15139,504,4.0,2024-11-21,2024-11,Indiana Jones and the Temple of Doom
R10767,15340,3333,4.5,2024-11-21,2024-11,Legion of Super-Heroes
R10768,15017,826,4.5,2024-11-21,2024-11,Coraline
R10769,15126,2855,4.5,2024-11-21,2024-11,Scream 4
R10770,15052,1495,4.5,2024-11-21,2024-11,Fast Five
R10771,15352,1022,5.0,2024-11-21,2024-11,All Dogs Go to Heaven
R10772,15273,1208,4.0,2024-11-21,2024-11,Fighting with My Family
R10773,15165,1054,4.5,2024-11-21,2024-11,The Witcher: Nightmare of the Wolf
R10774,15281,3644,4.5,2024-11-21,2024-11,Transformers: Dark of the Moon
R10775,15332,1140,3.0,2024-11-21,2024-11,"Girl, Interrupted"
R10776,15179,4214,3.5,2024-11-21,2024-11,The Monuments Men
R10777,15107,2842,5.0,2024-11-21,2024-11,Divergent
R10778,15255,790,4.5,2024-11-21,2024-11,Tangled
R10779,15223,2349,2.5,2024-11-21,2024-11,The Woman King
R10780,15237,1510,3.5,2024-11-21,2024-11,The Equalizer 2
R10781,15078,3974,4.0,2024-11-21,2024-11,John Wick
R10782,15175,1036,4.5,2024-11-21,2024-11,Back to the Outback
